plot,habitat,species code,mptype,number,percent.cov
45,grassland,POAPRA,microplot,7,37.5
45,grassland,POAPRA,microplot,8,62.5
45,grassland,POAPRA,microplot,9,2.5
45,grassland,POAPRA,microplot,10,14.5
45,grassland,POAPRA,subplot,1,2.5
47,grassland,POAPRA,microplot,2,37.5
47,grassland,POAPRA,microplot,3,14.5
47,grassland,POAPRA,microplot,6,14.5
47,grassland,POAPRA,microplot,8,14.5
47,grassland,POAPRA,microplot,10,14.5
47,grassland,POAPRA,subplot,1,2.5
47,grassland,POAPRA,subplot,2,2.5
47,grassland,POAPRA,midplot,1,2.5
47,grassland,POAPRA,wholeplot,1,2.5
49,grassland,POAPRA,microplot,2,62.5
49,grassland,POAPRA,microplot,3,85
49,grassland,POAPRA,microplot,5,2.5
49,grassland,POAPRA,microplot,6,85
49,grassland,POAPRA,microplot,7,2.5
49,grassland,POAPRA,microplot,8,62.5
49,grassland,POAPRA,microplot,9,2.5
49,grassland,POAPRA,microplot,10,14.5
49,grassland,POAPRA,subplot,2,2.5
49,grassland,POAPRA,midplot,1,2.5
49,grassland,POAPRA,wholeplot,1,2.5
50,grassland,POAPRA,microplot,1,2.5
50,grassland,POAPRA,microplot,3,14.5
50,grassland,POAPRA,microplot,4,37.5
50,grassland,POAPRA,microplot,5,37.5
50,grassland,POAPRA,microplot,6,37.5
50,grassland,POAPRA,microplot,7,37.5
50,grassland,POAPRA,microplot,8,14.5
50,grassland,POAPRA,microplot,9,2.5
50,grassland,POAPRA,microplot,10,85
50,grassland,POAPRA,subplot,1,2.5
50,grassland,POAPRA,subplot,2,2.5
50,grassland,POAPRA,midplot,1,2.5
50,grassland,POAPRA,wholeplot,1,2.5
51,grassland,POAPRA,microplot,4,62.5
51,grassland,POAPRA,microplot,5,37.5
51,grassland,POAPRA,microplot,9,62.5
51,grassland,POAPRA,subplot,2,2.5
51,grassland,POAPRA,midplot,1,2.5
51,grassland,POAPRA,wholeplot,1,2.5
60,grassland,POAPRA,microplot,2,2.5
60,grassland,POAPRA,microplot,10,2.5
60,grassland,POAPRA,subplot,1,2.5
60,grassland,POAPRA,midplot,1,2.5
60,grassland,POAPRA,wholeplot,1,2.5
62,grassland,POAPRA,microplot,1,37.5
62,grassland,POAPRA,microplot,2,14.5
62,grassland,POAPRA,microplot,3,14.5
62,grassland,POAPRA,microplot,4,14.5
62,grassland,POAPRA,microplot,5,37.5
62,grassland,POAPRA,microplot,6,37.5
62,grassland,POAPRA,microplot,7,14.5
62,grassland,POAPRA,microplot,8,14.5
62,grassland,POAPRA,microplot,9,37.5
62,grassland,POAPRA,microplot,10,37.5
62,grassland,POAPRA,subplot,1,2.5
62,grassland,POAPRA,subplot,2,2.5
62,grassland,POAPRA,midplot,1,2.5
62,grassland,POAPRA,wholeplot,1,2.5
65,grassland,POAPRA,microplot,1,37.5
65,grassland,POAPRA,microplot,2,62.5
65,grassland,POAPRA,microplot,3,14.5
65,grassland,POAPRA,microplot,4,62.5
65,grassland,POAPRA,microplot,5,37.5
65,grassland,POAPRA,microplot,7,62.5
65,grassland,POAPRA,microplot,8,85
65,grassland,POAPRA,microplot,9,62.5
65,grassland,POAPRA,microplot,10,37.5
65,grassland,POAPRA,subplot,1,2.5
65,grassland,POAPRA,subplot,2,2.5
65,grassland,POAPRA,midplot,1,2.5
65,grassland,POAPRA,wholeplot,1,2.5
80,grassland,POAPRA,microplot,5,2.5
80,grassland,POAPRA,wholeplot,1,2.5
81,grassland,POAPRA,microplot,4,14.5
81,grassland,POAPRA,microplot,6,2.5
81,grassland,POAPRA,microplot,7,2.5
81,grassland,POAPRA,microplot,8,2.5
81,grassland,POAPRA,microplot,10,2.5
81,grassland,POAPRA,subplot,1,2.5
81,grassland,POAPRA,subplot,2,2.5
81,grassland,POAPRA,midplot,1,2.5
81,grassland,POAPRA,wholeplot,1,2.5
82,grassland,POAPRA,microplot,3,2.5
82,grassland,POAPRA,microplot,7,2.5
82,grassland,POAPRA,microplot,9,2.5
82,grassland,POAPRA,wholeplot,1,2.5
1,grassland,POASEC,microplot,1,2.5
1,grassland,POASEC,microplot,3,14.5
1,grassland,POASEC,microplot,5,2.5
1,grassland,POASEC,microplot,7,14.5
1,grassland,POASEC,microplot,8,14.5
1,grassland,POASEC,subplot,1,2.5
1,grassland,POASEC,subplot,2,2.5
1,grassland,POASEC,midplot,1,2.5
1,grassland,POASEC,wholeplot,1,2.5
2,grassland,POASEC,microplot,1,2.5
2,grassland,POASEC,microplot,8,2.5
2,grassland,POASEC,subplot,1,2.5
2,grassland,POASEC,subplot,2,2.5
2,grassland,POASEC,wholeplot,1,2.5
4,grassland,POASEC,microplot,1,14.5
4,grassland,POASEC,microplot,3,2.5
4,grassland,POASEC,microplot,5,14.5
4,grassland,POASEC,microplot,6,14.5
4,grassland,POASEC,microplot,7,14.5
4,grassland,POASEC,microplot,8,14.5
4,grassland,POASEC,microplot,9,2.5
4,grassland,POASEC,microplot,10,14.5
4,grassland,POASEC,subplot,1,2.5
4,grassland,POASEC,subplot,2,2.5
4,grassland,POASEC,midplot,1,2.5
4,grassland,POASEC,wholeplot,1,2.5
5,grassland,POASEC,microplot,1,2.5
5,grassland,POASEC,microplot,2,14.5
5,grassland,POASEC,microplot,3,37.5
5,grassland,POASEC,microplot,4,2.5
5,grassland,POASEC,microplot,6,2.5
5,grassland,POASEC,microplot,7,2.5
5,grassland,POASEC,microplot,8,2.5
5,grassland,POASEC,subplot,1,2.5
5,grassland,POASEC,subplot,2,14.5
5,grassland,POASEC,midplot,1,2.5
5,grassland,POASEC,wholeplot,1,2.5
6,grassland,POASEC,microplot,2,2.5
6,grassland,POASEC,microplot,3,37.5
6,grassland,POASEC,microplot,5,2.5
6,grassland,POASEC,microplot,6,2.5
6,grassland,POASEC,microplot,7,14.5
6,grassland,POASEC,microplot,8,14.5
6,grassland,POASEC,subplot,1,2.5
6,grassland,POASEC,subplot,2,2.5
6,grassland,POASEC,midplot,1,2.5
6,grassland,POASEC,wholeplot,1,2.5
7,grassland,POASEC,microplot,6,2.5
7,grassland,POASEC,microplot,7,14.5
7,grassland,POASEC,microplot,9,2.5
7,grassland,POASEC,microplot,10,2.5
7,grassland,POASEC,subplot,1,2.5
7,grassland,POASEC,subplot,2,2.5
7,grassland,POASEC,midplot,1,2.5
7,grassland,POASEC,wholeplot,1,2.5
7,grassland,POASEC,microplot,4,2.5
9,grassland,POASEC,microplot,2,2.5
9,grassland,POASEC,microplot,7,2.5
9,grassland,POASEC,microplot,8,2.5
9,grassland,POASEC,microplot,9,2.5
9,grassland,POASEC,midplot,1,2.5
9,grassland,POASEC,wholeplot,1,2.5
10,grassland,POASEC,microplot,2,14.5
10,grassland,POASEC,microplot,3,2.5
10,grassland,POASEC,microplot,4,2.5
10,grassland,POASEC,microplot,5,2.5
10,grassland,POASEC,microplot,7,14.5
10,grassland,POASEC,microplot,9,2.5
10,grassland,POASEC,subplot,1,2.5
10,grassland,POASEC,subplot,2,2.5
10,grassland,POASEC,midplot,1,2.5
10,grassland,POASEC,wholeplot,1,2.5
11,grassland,POASEC,microplot,2,2.5
11,grassland,POASEC,microplot,3,2.5
11,grassland,POASEC,microplot,7,14.5
11,grassland,POASEC,microplot,8,2.5
11,grassland,POASEC,subplot,1,2.5
11,grassland,POASEC,subplot,2,2.5
11,grassland,POASEC,midplot,1,2.5
11,grassland,POASEC,wholeplot,1,2.5
14,grassland,POASEC,microplot,2,14.5
14,grassland,POASEC,microplot,3,2.5
14,grassland,POASEC,microplot,6,2.5
14,grassland,POASEC,microplot,7,2.5
14,grassland,POASEC,microplot,8,2.5
14,grassland,POASEC,microplot,10,2.5
14,grassland,POASEC,subplot,1,2.5
14,grassland,POASEC,subplot,2,2.5
14,grassland,POASEC,midplot,1,2.5
14,grassland,POASEC,wholeplot,1,2.5
18,grassland,POASEC,microplot,2,2.5
18,grassland,POASEC,microplot,3,2.5
18,grassland,POASEC,microplot,5,2.5
18,grassland,POASEC,microplot,6,2.5
18,grassland,POASEC,microplot,8,14.5
18,grassland,POASEC,subplot,1,2.5
18,grassland,POASEC,subplot,2,2.5
18,grassland,POASEC,midplot,1,2.5
18,grassland,POASEC,wholeplot,1,2.5
24,grassland,POASEC,subplot,2,2.5
24,grassland,POASEC,wholeplot,1,2.5
32,grassland,POASEC,microplot,1,2.5
32,grassland,POASEC,microplot,3,2.5
32,grassland,POASEC,microplot,5,2.5
32,grassland,POASEC,microplot,6,2.5
32,grassland,POASEC,microplot,7,2.5
32,grassland,POASEC,microplot,9,2.5
32,grassland,POASEC,microplot,10,2.5
32,grassland,POASEC,subplot,1,2.5
32,grassland,POASEC,midplot,1,2.5
32,grassland,POASEC,wholeplot,1,2.5
45,grassland,POASEC,microplot,3,2.5
45,grassland,POASEC,subplot,1,2.5
45,grassland,POASEC,subplot,2,2.5
45,grassland,POASEC,midplot,1,2.5
45,grassland,POASEC,wholeplot,1,2.5
47,grassland,POASEC,microplot,1,2.5
47,grassland,POASEC,microplot,2,2.5
47,grassland,POASEC,microplot,8,2.5
47,grassland,POASEC,microplot,10,2.5
47,grassland,POASEC,subplot,1,2.5
47,grassland,POASEC,subplot,2,2.5
47,grassland,POASEC,midplot,1,2.5
47,grassland,POASEC,wholeplot,1,2.5
49,grassland,POASEC,microplot,1,2.5
49,grassland,POASEC,microplot,4,2.5
49,grassland,POASEC,microplot,6,14.5
49,grassland,POASEC,microplot,8,2.5
49,grassland,POASEC,microplot,9,2.5
49,grassland,POASEC,microplot,10,2.5
49,grassland,POASEC,subplot,2,2.5
49,grassland,POASEC,midplot,1,2.5
49,grassland,POASEC,wholeplot,1,2.5
50,grassland,POASEC,microplot,1,2.5
50,grassland,POASEC,microplot,3,2.5
50,grassland,POASEC,microplot,7,2.5
50,grassland,POASEC,microplot,8,2.5
50,grassland,POASEC,subplot,1,2.5
50,grassland,POASEC,subplot,2,2.5
50,grassland,POASEC,midplot,1,2.5
50,grassland,POASEC,wholeplot,1,2.5
51,grassland,POASEC,microplot,7,2.5
51,grassland,POASEC,microplot,10,2.5
51,grassland,POASEC,microplot,1,2.5
51,grassland,POASEC,microplot,2,2.5
51,grassland,POASEC,microplot,5,2.5
51,grassland,POASEC,microplot,6,2.5
51,grassland,POASEC,wholeplot,1,2.5
60,grassland,POASEC,microplot,4,2.5
60,grassland,POASEC,microplot,9,14.5
60,grassland,POASEC,microplot,10,2.5
60,grassland,POASEC,subplot,2,2.5
60,grassland,POASEC,midplot,1,2.5
60,grassland,POASEC,wholeplot,1,2.5
80,grassland,POASEC,microplot,4,2.5
80,grassland,POASEC,microplot,6,2.5
80,grassland,POASEC,microplot,7,2.5
80,grassland,POASEC,microplot,8,2.5
80,grassland,POASEC,microplot,9,2.5
80,grassland,POASEC,microplot,10,2.5
80,grassland,POASEC,subplot,1,2.5
80,grassland,POASEC,subplot,2,2.5
80,grassland,POASEC,midplot,1,2.5
80,grassland,POASEC,wholeplot,1,2.5
81,grassland,POASEC,microplot,2,14.5
81,grassland,POASEC,microplot,3,2.5
81,grassland,POASEC,microplot,5,37.5
81,grassland,POASEC,microplot,6,14.5
81,grassland,POASEC,microplot,7,2.5
81,grassland,POASEC,microplot,8,2.5
81,grassland,POASEC,microplot,9,2.5
81,grassland,POASEC,microplot,10,2.5
81,grassland,POASEC,subplot,1,2.5
81,grassland,POASEC,subplot,2,2.5
81,grassland,POASEC,midplot,1,2.5
81,grassland,POASEC,wholeplot,1,2.5
82,grassland,POASEC,microplot,1,2.5
82,grassland,POASEC,microplot,2,2.5
82,grassland,POASEC,microplot,4,2.5
82,grassland,POASEC,microplot,6,2.5
82,grassland,POASEC,microplot,7,2.5
82,grassland,POASEC,microplot,8,2.5
82,grassland,POASEC,microplot,9,2.5
82,grassland,POASEC,microplot,10,2.5
82,grassland,POASEC,subplot,1,2.5
82,grassland,POASEC,subplot,2,2.5
82,grassland,POASEC,midplot,1,2.5
82,grassland,POASEC,wholeplot,1,2.5
1,grassland,POLDOU,microplot,2,37.5
1,grassland,POLDOU,microplot,4,2.5
1,grassland,POLDOU,microplot,5,2.5
1,grassland,POLDOU,microplot,6,2.5
1,grassland,POLDOU,microplot,7,2.5
1,grassland,POLDOU,microplot,8,2.5
1,grassland,POLDOU,microplot,9,2.5
1,grassland,POLDOU,microplot,10,14.5
1,grassland,POLDOU,subplot,2,2.5
1,grassland,POLDOU,midplot,1,2.5
1,grassland,POLDOU,wholeplot,1,2.5
4,grassland,POLDOU,wholeplot,1,2.5
4,grassland,POLDOU,microplot,9,2.5
5,grassland,POLDOU,microplot,4,2.5
5,grassland,POLDOU,microplot,7,2.5
5,grassland,POLDOU,microplot,8,2.5
5,grassland,POLDOU,subplot,2,2.5
5,grassland,POLDOU,wholeplot,1,2.5
6,grassland,POLDOU,microplot,1,2.5
6,grassland,POLDOU,microplot,2,2.5
6,grassland,POLDOU,microplot,4,2.5
6,grassland,POLDOU,microplot,5,2.5
6,grassland,POLDOU,microplot,6,14.5
6,grassland,POLDOU,microplot,10,2.5
6,grassland,POLDOU,subplot,2,2.5
6,grassland,POLDOU,midplot,1,2.5
6,grassland,POLDOU,wholeplot,1,2.5
7,grassland,POLDOU,microplot,5,2.5
7,grassland,POLDOU,microplot,6,2.5
7,grassland,POLDOU,microplot,7,2.5
7,grassland,POLDOU,microplot,8,2.5
7,grassland,POLDOU,microplot,9,2.5
7,grassland,POLDOU,midplot,1,2.5
7,grassland,POLDOU,wholeplot,1,2.5
10,grassland,POLDOU,wholeplot,1,2.5
14,grassland,POLDOU,microplot,1,2.5
14,grassland,POLDOU,microplot,2,2.5
14,grassland,POLDOU,microplot,4,2.5
14,grassland,POLDOU,microplot,5,2.5
14,grassland,POLDOU,microplot,6,2.5
14,grassland,POLDOU,microplot,7,2.5
14,grassland,POLDOU,microplot,8,2.5
14,grassland,POLDOU,microplot,9,2.5
14,grassland,POLDOU,subplot,1,2.5
14,grassland,POLDOU,wholeplot,1,2.5
18,grassland,POLDOU,microplot,3,2.5
18,grassland,POLDOU,microplot,7,2.5
18,grassland,POLDOU,subplot,2,2.5
18,grassland,POLDOU,wholeplot,1,2.5
24,grassland,POLDOU,microplot,9,2.5
24,grassland,POLDOU,wholeplot,1,2.5
32,grassland,POLDOU,midplot,1,2.5
32,grassland,POLDOU,wholeplot,1,2.5
45,grassland,POLDOU,microplot,1,2.5
45,grassland,POLDOU,wholeplot,1,2.5
47,grassland,POLDOU,microplot,1,2.5
47,grassland,POLDOU,microplot,2,2.5
47,grassland,POLDOU,microplot,4,2.5
47,grassland,POLDOU,microplot,6,2.5
47,grassland,POLDOU,microplot,7,2.5
47,grassland,POLDOU,subplot,1,2.5
47,grassland,POLDOU,midplot,1,2.5
47,grassland,POLDOU,wholeplot,1,2.5
49,grassland,POLDOU,microplot,1,2.5
49,grassland,POLDOU,microplot,4,2.5
49,grassland,POLDOU,microplot,5,2.5
49,grassland,POLDOU,microplot,9,2.5
49,grassland,POLDOU,microplot,10,2.5
49,grassland,POLDOU,midplot,1,2.5
49,grassland,POLDOU,wholeplot,1,2.5
51,grassland,POLDOU,microplot,3,2.5
51,grassland,POLDOU,microplot,7,2.5
51,grassland,POLDOU,microplot,8,2.5
51,grassland,POLDOU,microplot,10,2.5
51,grassland,POLDOU,wholeplot,1,2.5
60,grassland,POLDOU,microplot,4,2.5
60,grassland,POLDOU,wholeplot,1,2.5
80,grassland,POLDOU,microplot,2,2.5
80,grassland,POLDOU,microplot,6,2.5
80,grassland,POLDOU,microplot,7,2.5
80,grassland,POLDOU,microplot,10,2.5
80,grassland,POLDOU,midplot,1,2.5
80,grassland,POLDOU,wholeplot,1,2.5
81,grassland,POLDOU,microplot,6,2.5
81,grassland,POLDOU,microplot,8,2.5
81,grassland,POLDOU,subplot,1,2.5
81,grassland,POLDOU,midplot,1,2.5
81,grassland,POLDOU,wholeplot,1,2.5
82,grassland,POLDOU,microplot,5,2.5
82,grassland,POLDOU,microplot,10,2.5
82,grassland,POLDOU,subplot,1,2.5
82,grassland,POLDOU,midplot,1,2.5
82,grassland,POLDOU,wholeplot,1,2.5
7,grassland,POPTRE,midplot,1,2.5
7,grassland,POPTRE,wholeplot,1,2.5
32,grassland,POPTRE,wholeplot,1,2.5
62,grassland,POTANS,microplot,5,14.5
62,grassland,POTANS,midplot,1,2.5
62,grassland,POTANS,wholeplot,1,2.5
10,grassland,POTDIV,microplot,2,2.5
10,grassland,POTDIV,microplot,7,2.5
10,grassland,POTDIV,midplot,1,2.5
10,grassland,POTDIV,wholeplot,1,2.5
45,grassland,POTDIV,wholeplot,1,2.5
45,grassland,POTGLA,microplot,4,2.5
45,grassland,POTGLA,wholeplot,1,2.5
45,grassland,POTGLA,,,2.5
2,grassland,PSEMEN,wholeplot,1,2.5
6,grassland,PSEMEN,wholeplot,1,2.5
1,grassland,PSESPI,microplot,5,37.5
1,grassland,PSESPI,subplot,2,2.5
1,grassland,PSESPI,wholeplot,1,2.5
2,grassland,PSESPI,microplot,1,2.5
2,grassland,PSESPI,wholeplot,1,2.5
5,grassland,PSESPI,microplot,1,14.5
5,grassland,PSESPI,microplot,6,2.5
5,grassland,PSESPI,subplot,2,2.5
5,grassland,PSESPI,midplot,1,2.5
5,grassland,PSESPI,wholeplot,1,2.5
6,grassland,PSESPI,microplot,3,14.5
6,grassland,PSESPI,microplot,7,14.5
6,grassland,PSESPI,wholeplot,1,2.5
7,grassland,PSESPI,microplot,1,2.5
7,grassland,PSESPI,microplot,2,14.5
7,grassland,PSESPI,microplot,3,14.5
7,grassland,PSESPI,microplot,4,14.5
7,grassland,PSESPI,microplot,6,37.5
7,grassland,PSESPI,microplot,8,2.5
7,grassland,PSESPI,subplot,1,2.5
7,grassland,PSESPI,subplot,2,2.5
7,grassland,PSESPI,midplot,1,2.5
7,grassland,PSESPI,wholeplot,1,2.5
9,grassland,PSESPI,microplot,1,2.5
9,grassland,PSESPI,microplot,2,14.5
9,grassland,PSESPI,microplot,3,2.5
9,grassland,PSESPI,microplot,5,2.5
9,grassland,PSESPI,microplot,6,2.5
9,grassland,PSESPI,microplot,9,14.5
9,grassland,PSESPI,microplot,10,2.5
9,grassland,PSESPI,subplot,1,2.5
9,grassland,PSESPI,subplot,2,2.5
9,grassland,PSESPI,midplot,1,2.5
9,grassland,PSESPI,wholeplot,1,2.5
10,grassland,PSESPI,microplot,1,2.5
10,grassland,PSESPI,microplot,4,14.5
10,grassland,PSESPI,microplot,5,37.5
10,grassland,PSESPI,microplot,6,14.5
10,grassland,PSESPI,microplot,7,2.5
10,grassland,PSESPI,microplot,10,14.5
10,grassland,PSESPI,subplot,1,2.5
10,grassland,PSESPI,subplot,2,2.5
10,grassland,PSESPI,midplot,1,2.5
10,grassland,PSESPI,wholeplot,1,2.5
11,grassland,PSESPI,microplot,3,14.5
11,grassland,PSESPI,microplot,4,2.5
11,grassland,PSESPI,microplot,5,2.5
11,grassland,PSESPI,microplot,6,14.5
11,grassland,PSESPI,microplot,8,2.5
11,grassland,PSESPI,microplot,9,2.5
11,grassland,PSESPI,subplot,2,2.5
11,grassland,PSESPI,midplot,1,2.5
11,grassland,PSESPI,wholeplot,1,2.5
14,grassland,PSESPI,microplot,5,2.5
14,grassland,PSESPI,subplot,2,2.5
14,grassland,PSESPI,wholeplot,1,2.5
18,grassland,PSESPI,microplot,3,14.5
18,grassland,PSESPI,microplot,7,14.5
18,grassland,PSESPI,subplot,1,2.5
18,grassland,PSESPI,subplot,2,2.5
18,grassland,PSESPI,midplot,1,2.5
18,grassland,PSESPI,wholeplot,1,2.5
24,grassland,PSESPI,midplot,1,2.5
24,grassland,PSESPI,wholeplot,1,2.5
32,grassland,PSESPI,microplot,4,14.5
32,grassland,PSESPI,microplot,5,14.5
32,grassland,PSESPI,microplot,6,2.5
32,grassland,PSESPI,microplot,9,14.5
32,grassland,PSESPI,subplot,2,2.5
32,grassland,PSESPI,midplot,1,2.5
32,grassland,PSESPI,wholeplot,1,2.5
45,grassland,PSESPI,subplot,1,2.5
45,grassland,PSESPI,wholeplot,1,2.5
47,grassland,PSESPI,microplot,4,2.5
47,grassland,PSESPI,microplot,6,2.5
47,grassland,PSESPI,microplot,7,14.5
47,grassland,PSESPI,microplot,8,2.5
47,grassland,PSESPI,microplot,10,2.5
47,grassland,PSESPI,subplot,1,2.5
47,grassland,PSESPI,subplot,2,2.5
47,grassland,PSESPI,midplot,1,2.5
47,grassland,PSESPI,wholeplot,1,2.5
49,grassland,PSESPI,microplot,1,14.5
49,grassland,PSESPI,microplot,4,2.5
49,grassland,PSESPI,microplot,7,14.5
49,grassland,PSESPI,microplot,8,2.5
49,grassland,PSESPI,subplot,1,2.5
49,grassland,PSESPI,subplot,2,2.5
49,grassland,PSESPI,midplot,1,2.5
49,grassland,PSESPI,wholeplot,1,2.5
50,grassland,PSESPI,microplot,2,37.5
50,grassland,PSESPI,microplot,3,2.5
50,grassland,PSESPI,microplot,9,2.5
50,grassland,PSESPI,subplot,1,2.5
50,grassland,PSESPI,subplot,2,2.5
50,grassland,PSESPI,midplot,1,2.5
50,grassland,PSESPI,wholeplot,1,2.5
51,grassland,PSESPI,microplot,8,14.5
51,grassland,PSESPI,midplot,1,2.5
51,grassland,PSESPI,subplot,1,2.5
51,grassland,PSESPI,microplot,1,2.5
51,grassland,PSESPI,microplot,2,2.5
51,grassland,PSESPI,microplot,3,2.5
51,grassland,PSESPI,microplot,7,2.5
51,grassland,PSESPI,wholeplot,1,2.5
60,grassland,PSESPI,wholeplot,1,2.5
80,grassland,PSESPI,microplot,4,2.5
80,grassland,PSESPI,microplot,9,2.5
80,grassland,PSESPI,microplot,10,14.5
80,grassland,PSESPI,subplot,2,2.5
80,grassland,PSESPI,midplot,1,2.5
80,grassland,PSESPI,wholeplot,1,2.5
81,grassland,PSESPI,midplot,1,2.5
81,grassland,PSESPI,wholeplot,1,2.5
82,grassland,PSESPI,microplot,2,2.5
82,grassland,PSESPI,microplot,5,14.5
82,grassland,PSESPI,microplot,9,2.5
82,grassland,PSESPI,subplot,2,2.5
82,grassland,PSESPI,midplot,1,2.5
82,grassland,PSESPI,wholeplot,1,2.5
1,grassland,RHIMIN,midplot,1,2.5
1,grassland,RHIMIN,wholeplot,1,2.5
2,grassland,RHIMIN,subplot,1,2.5
2,grassland,RHIMIN,subplot,2,2.5
2,grassland,RHIMIN,midplot,1,2.5
2,grassland,RHIMIN,wholeplot,1,2.5
4,grassland,RHIMIN,microplot,1,2.5
4,grassland,RHIMIN,microplot,2,37.5
4,grassland,RHIMIN,microplot,6,2.5
4,grassland,RHIMIN,microplot,7,14.5
4,grassland,RHIMIN,microplot,8,37.5
4,grassland,RHIMIN,microplot,9,2.5
4,grassland,RHIMIN,microplot,10,2.5
4,grassland,RHIMIN,subplot,1,2.5
4,grassland,RHIMIN,subplot,2,2.5
4,grassland,RHIMIN,midplot,1,2.5
4,grassland,RHIMIN,wholeplot,1,2.5
5,grassland,RHIMIN,microplot,4,2.5
5,grassland,RHIMIN,microplot,5,2.5
5,grassland,RHIMIN,subplot,2,2.5
5,grassland,RHIMIN,midplot,1,2.5
5,grassland,RHIMIN,wholeplot,1,2.5
6,grassland,RHIMIN,microplot,1,2.5
6,grassland,RHIMIN,microplot,4,62.5
6,grassland,RHIMIN,microplot,6,2.5
6,grassland,RHIMIN,microplot,9,2.5
6,grassland,RHIMIN,microplot,10,14.5
6,grassland,RHIMIN,subplot,1,2.5
6,grassland,RHIMIN,subplot,2,2.5
6,grassland,RHIMIN,midplot,1,2.5
6,grassland,RHIMIN,wholeplot,1,2.5
9,grassland,RHIMIN,subplot,2,2.5
9,grassland,RHIMIN,wholeplot,1,2.5
10,grassland,RHIMIN,microplot,3,37.5
10,grassland,RHIMIN,microplot,9,14.5
10,grassland,RHIMIN,subplot,2,2.5
10,grassland,RHIMIN,midplot,1,2.5
10,grassland,RHIMIN,wholeplot,1,2.5
14,grassland,RHIMIN,midplot,1,2.5
14,grassland,RHIMIN,wholeplot,1,2.5
24,grassland,RHIMIN,microplot,1,14.5
24,grassland,RHIMIN,microplot,2,2.5
24,grassland,RHIMIN,microplot,3,2.5
24,grassland,RHIMIN,microplot,5,2.5
24,grassland,RHIMIN,microplot,6,2.5
24,grassland,RHIMIN,microplot,7,2.5
24,grassland,RHIMIN,microplot,8,2.5
24,grassland,RHIMIN,microplot,9,2.5
24,grassland,RHIMIN,microplot,10,2.5
24,grassland,RHIMIN,subplot,1,2.5
24,grassland,RHIMIN,midplot,1,2.5
24,grassland,RHIMIN,wholeplot,1,2.5
45,grassland,RHIMIN,subplot,1,2.5
45,grassland,RHIMIN,wholeplot,1,2.5
49,grassland,RHIMIN,microplot,2,2.5
49,grassland,RHIMIN,wholeplot,1,2.5
50,grassland,RHIMIN,wholeplot,1,2.5
62,grassland,RHIMIN,microplot,1,2.5
62,grassland,RHIMIN,microplot,2,2.5
62,grassland,RHIMIN,microplot,4,2.5
62,grassland,RHIMIN,microplot,6,2.5
62,grassland,RHIMIN,microplot,8,2.5
62,grassland,RHIMIN,microplot,9,2.5
62,grassland,RHIMIN,subplot,2,2.5
62,grassland,RHIMIN,midplot,1,2.5
62,grassland,RHIMIN,wholeplot,1,2.5
80,grassland,RHIMIN,microplot,2,2.5
80,grassland,RHIMIN,microplot,3,2.5
80,grassland,RHIMIN,subplot,1,2.5
80,grassland,RHIMIN,subplot,2,2.5
80,grassland,RHIMIN,midplot,1,2.5
80,grassland,RHIMIN,wholeplot,1,2.5
81,grassland,RHIMIN,wholeplot,1,2.5
50,grassland,ROSACI,microplot,6,37.5
50,grassland,ROSACI,midplot,1,2.5
50,grassland,ROSACI,wholeplot,1,2.5
2,grassland,ROSNUT,microplot,1,2.5
2,grassland,ROSNUT,microplot,5,2.5
2,grassland,ROSNUT,microplot,9,14.5
2,grassland,ROSNUT,subplot,1,2.5
2,grassland,ROSNUT,subplot,2,2.5
2,grassland,ROSNUT,midplot,1,2.5
2,grassland,ROSNUT,wholeplot,1,2.5
4,grassland,ROSNUT,microplot,2,2.5
4,grassland,ROSNUT,microplot,10,2.5
4,grassland,ROSNUT,subplot,1,2.5
4,grassland,ROSNUT,subplot,2,2.5
4,grassland,ROSNUT,midplot,1,2.5
4,grassland,ROSNUT,wholeplot,1,2.5
5,grassland,ROSNUT,microplot,7,2.5
5,grassland,ROSNUT,subplot,1,2.5
5,grassland,ROSNUT,midplot,1,2.5
5,grassland,ROSNUT,wholeplot,1,2.5
6,grassland,ROSNUT,microplot,1,2.5
6,grassland,ROSNUT,microplot,2,2.5
6,grassland,ROSNUT,wholeplot,1,2.5
7,grassland,ROSNUT,wholeplot,1,2.5
9,grassland,ROSNUT,wholeplot,1,2.5
9,grassland,ROSNUT,,,2.5
10,grassland,ROSNUT,wholeplot,1,2.5
24,grassland,ROSNUT,midplot,1,2.5
24,grassland,ROSNUT,wholeplot,1,2.5
45,grassland,ROSNUT,subplot,2,2.5
45,grassland,ROSNUT,midplot,1,2.5
45,grassland,ROSNUT,wholeplot,1,2.5
51,grassland,ROSNUT,midplot,1,2.5
51,grassland,ROSNUT,wholeplot,1,2.5
60,grassland,ROSNUT,midplot,1,2.5
60,grassland,ROSNUT,wholeplot,1,2.5
62,grassland,ROSNUT,microplot,3,2.5
62,grassland,ROSNUT,microplot,8,2.5
62,grassland,ROSNUT,subplot,1,2.5
62,grassland,ROSNUT,wholeplot,1,2.5
65,grassland,ROSNUT,microplot,4,2.5
65,grassland,ROSNUT,subplot,2,2.5
65,grassland,ROSNUT,wholeplot,1,2.5
81,grassland,ROSNUT,microplot,5,14.5
81,grassland,ROSNUT,subplot,2,2.5
81,grassland,ROSNUT,wholeplot,1,2.5
82,grassland,ROSNUT,microplot,2,2.5
82,grassland,ROSNUT,microplot,3,2.5
